Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
467,Tekken 4,tekken-4,Fighting,T,PS2,Namco,Namco,3.44,1.55,1.27,0.33,2002
468,FIFA 14,fifa-14,Sports,E,PS4,EA Sports,EA Canada,3.43,0.62,2.18,0.12,2013
469,LittleBigPlanet 2,littlebigplanet-2,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,3.43,1.83,1.07,0.06,2011
472,Spider-Man 2,spider-man-2,Action,T,PS2,Activision,Treyarch,3.41,1.75,1.2,0.02,2004
475,FIFA Soccer 2003,fifa-soccer-2003,Sports,E,PS2,EA Sports,EA Canada,3.4,0.46,2.28,0.05,2002
476,Crash Bash,crash-bash,Misc,E,PS,Sony Computer Entertainment,Eurocom Entertainment Software,3.39,1.56,1.47,0.19,2000
479,The Elder Scrolls V: Skyrim Special Edition,the-elder-scrolls-v-skyrim-special-edition,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Softworks,3.36,1.24,1.5,0.08,2016
484,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,X360,Ubisoft,Ubisoft Montreal,3.34,1.9,1.14,0.01,2013
485,NBA 2K18,nba-2k18,Sports,E10,PS4,2K Sports,Visual Concepts,3.34,2.13,0.57,0.04,2017
489,James Bond 007: Nightfire,james-bond-007-nightfire,Shooter,T,PS2,Electronic Arts,Eurocom Entertainment Software,3.33,1.45,1.29,0.12,2002
490,Ratchet & Clank,ratchet-amp-clank,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,3.33,1.44,1.01,0.57,2002
492,Star Wars Episode III: Revenge of the Sith,star-wars-episode-iii-revenge-of-the-sith,Action,T,PS2,LucasArts,The Collective,3.32,1.47,1.39,0.03,2005
493,Max Payne,max-payne,Shooter,M,PS2,Rockstar Games,Remedy Entertainment,3.31,1.99,1.05,0.05,2001
499,The Lord of the Rings: The Return of the King,the-lord-of-the-rings-the-return-of-the-king,Action,T,PS2,Electronic Arts,"Hypnos Entertainment, Inc.",3.28,1.5,1.28,0.05,2003
502,True Crime: Streets of LA,true-crime-streets-of-la,Action,M,PS2,Activision,Luxoflux,3.27,1.89,1.05,0.02,2003
503,Gran Turismo (PSP),gran-turismo-psp,Racing,E,PSP,Sony Computer Entertainment,Polyphony Digital,3.27,0.51,1.59,0.31,2009
507,Tekken,tekken,Fighting,T,PS,Namco,Namco,3.24,0.95,1.3,0.77,1995
510,L.A. Noire,la-noire,Adventure,M,PS3,Rockstar Games,Team Bondi,3.21,1.29,1.31,0.12,2011
515,WWF SmackDown! 2: Know Your Role,wwf-smackdown-2-know-your-role,Fighting,T,PS,THQ,Yuke's,3.2,1.76,1.21,0.07,2000
516,Middle-Earth: Shadow of Mordor,middle-earth-shadow-of-mordor,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,3.19,1.03,1.6,0.05,2014
517,Assassin's Creed IV: Black Flag,assassins-creed-iv-black-flag,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,3.19,1.07,1.55,0.06,2013
519,Enter the Matrix,enter-the-matrix,Action,T,PS2,Atari,Shiny Entertainment,3.18,1.78,1.12,0.09,2003
520,Assassin's Creed Odyssey,assassins-creed-odyssey,Action-Adventure,M,PS4,Ubisoft,Ubisoft Quebec,3.18,1.18,1.4,0.09,2018
521,Fallout: New Vegas,fallout-new-vegas,Role-Playing,M,PS3,Bethesda Softworks,Obsidian Entertainment,3.17,1.54,1.04,0.1,2010
522,Ace Combat 04: Shattered Skies,ace-combat-04-shattered-skies,Simulation,E,PS2,Namco,Namco,3.17,2.06,0.56,0.38,2001
527,Spider-Man,spider-man,Action,E,PS,Activision,Neversoft Entertainment,3.13,1.7,1.25,0.02,2000
529,The Elder Scrolls IV: Oblivion,the-elder-scrolls-iv-oblivion,Role-Playing,M,PS3,Bethesda Softworks,4J Studios,3.12,1.69,0.86,0.14,2007
533,Resident Evil 6,resident-evil-6,Action,M,PS3,Capcom,Capcom,3.12,0.88,0.97,0.88,2012
534,Tom Clancy's Ghost Recon Wildlands,tom-clancys-ghost-recon-wildlands,Shooter,M,PS4,Ubisoft,Ubisoft Paris,3.12,1.07,1.35,0.22,2017
535,NBA 2K13,nba-2k13,Sports,E,X360,2K Sports,Visual Concepts,3.11,2.62,0.21,0.01,2012
536,Titanfall,titanfall,Shooter,M,XOne,Electronic Arts,Respawn Entertainment,3.11,1.88,0.91,0.04,2014
538,Mass Effect 2,mass-effect-2,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,3.1,1.99,0.81,0.03,2010
539,Madden NFL 2002,madden-nfl-2002,Sports,E,PS2,EA Sports,EA Sports,3.08,2.5,0.16,0.01,2001
542,Saints Row 2,saints-row-2,Action,M,X360,THQ,Volition Inc.,3.07,1.98,0.79,0.02,2008
546,Heavy Rain,heavy-rain,Adventure,M,PS3,Sony Computer Entertainment,Quantic Dream,3.06,1.29,1.24,0.06,2010
550,Mass Effect 3,mass-effect-3,Role-Playing,M,X360,Electronic Arts,BioWare,3.04,1.94,0.84,0.03,2012
553,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,Action,M,PS4,Konami Digital Entertainment,Kojima Productions,3.04,0.97,1.15,0.5,2015
559,Disney Epic Mickey,disney-epic-mickey,Platform,E,Wii,Disney Interactive Studios,Junction Point Studios,3.02,2.04,0.63,0.12,2010
560,Killzone 2,killzone-2,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,3.02,1.4,1.07,0.08,2009
573,inFAMOUS,infamous,Action,T,PS3,Sony Computer Entertainment,Sucker Punch Productions,2.99,1.76,0.68,0.12,2009
574,World Soccer Winning Eleven 6 International,world-soccer-winning-eleven-6-international,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,2.99,0.12,1.26,1.16,2003
575,Far Cry 3,far-cry-3,Shooter,M,X360,Ubisoft,Ubisoft Montreal,2.98,1.38,1.33,0.02,2012
581,Battlefield: Bad Company 2,battlefield-bad-company-2,Shooter,M,PS3,Electronic Arts,EA Digital Illusions CE,2.96,1.33,1.11,0.08,2010
582,Hitman 2: Silent Assassin,hitman-2-silent-assassin,Action,M,PS2,Eidos Interactive,IO Interactive,2.96,1.36,1.15,0.04,2002
583,Yokai Watch 2: Psychic Specters,yokai-watch-2-psychic-specters,Role-Playing,E10,3DS,Nintendo,Level 5,2.95,0.12,0.12,2.69,2017
584,Street Fighter IV,street-fighter-iv,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,2.95,1.83,0.7,0.15,2009
585,SOCOM II: U.S. Navy SEALs,socom-ii-us-navy-seals,Shooter,M,PS2,Sony Computer Entertainment,Zipper Interactive,2.94,2.22,0.51,0.06,2003
586,WWE SmackDown! vs. RAW 2006,wwe-smackdown-vs-raw-2006,Fighting,T,PS2,THQ,Yuke's,2.94,1.45,1.11,0.04,2005
588,Pac-Man Collection,pac-man-collection,Puzzle,E,GBA,Namco,Mass Media,2.94,2.07,0.77,0.05,2001
593,Mass Effect,mass-effect,Role-Playing,M,X360,Microsoft Game Studios,BioWare Edmonton,2.91,1.83,0.79,0.03,2007
598,World Soccer Winning Eleven 7 International,world-soccer-winning-eleven-7-international,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,2.9,0.08,1.24,1.13,2004
600,Cooking Mama: Cook Off,cooking-mama-cook-off,Simulation,E,Wii,Majesco,Office Create,2.89,1.41,1.12,0.05,2007
601,Hot Shots Golf 3,hot-shots-golf-3,Sports,E,PS2,Sony Computer Entertainment,Clap Hanz,2.89,0.99,0.32,1.38,2002
602,Call of Duty: Finest Hour,call-of-duty-finest-hour,Shooter,T,PS2,Activision,Spark Unlimited,2.89,1.51,1.12,0.01,2004
603,Syphon Filter,syphon-filter,Shooter,T,PS,989 Studios,Eidetic,2.88,2.03,0.72,0.02,1999
605,Mafia III,mafia-iii,Action-Adventure,M,PS4,2K Games,Hangar 13,2.87,0.72,1.67,0.04,2016
607,Colin McRae Rally,colin-mcrae-rally,Racing,E,PS,Sony Computer Entertainment,Codemasters,2.87,0.09,2.43,0.12,2000
611,The Elder Scrolls III: Morrowind,the-elder-scrolls-iii-morrowind,Role-Playing,T,XB,Bethesda Softworks,Bethesda Softworks,2.86,2.09,0.63,0.03,2002
613,Assassin's Creed: Brotherhood,assassins-creed-brotherhood,Action,M,PS3,Ubisoft,Ubisoft Montreal,2.85,1.87,0.57,0.11,2010
622,BioShock,bioshock,Shooter,M,X360,2K Games,2K Australia / 2K Boston,2.83,1.65,0.85,0.05,2007
624,WWE SmackDown! vs. Raw,wwe-smackdown-vs-raw,Fighting,T,PS2,THQ,Yuke's,2.83,1.32,1.08,0.04,2004
625,Finding Nemo,finding-nemo,Platform,E,GBA,THQ,Vicarious Visions,2.82,1.59,1.05,0.04,2003
626,Medal of Honor,medal-of-honor,Shooter,M,PS3,Electronic Arts,EA Los Angeles,2.82,1.28,1.04,0.07,2010
627,Diablo III: Ultimate Evil Edition,diablo-iii-ultimate-evil-edition,Role-Playing,M,PS4,Blizzard Entertainment,Blizzard Entertainment,2.82,0.83,1.48,0.08,2014
629,Gran Turismo (PSP),gran-turismo-psp,Racing,E,PSN,Sony Computer Entertainment,Polyphony Digital,2.82,0.43,0.91,0.31,2009
630,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,PS3,Electronic Arts,Criterion Games,2.81,1.05,1.24,0.03,2010
632,Killzone 3,killzone-3,Shooter,M,PS3,Sony Computer Entertainment,Guerrilla Games,2.81,1.46,0.87,0.09,2011
633,WWE SmackDown! Here Comes the Pain,wwe-smackdown-here-comes-the-pain,Fighting,T,PS2,THQ,Yuke's,2.8,1.32,1.06,0.04,2003
640,WWF SmackDown! Just Bring It,wwf-smackdown-just-bring-it,Fighting,T,PS2,THQ,Yuke's,2.79,1.19,1.15,0.04,2001
644,Ratchet & Clank: Going Commando,ratchet-amp-clank-going-commando,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,2.78,1.44,0.83,0.26,2003
647,Saints Row: The Third,saints-row-the-third,Action,M,X360,THQ,Volition Inc.,2.77,1.26,1.14,0.07,2011
652,Need for Speed: Most Wanted (2012),need-for-speed-most-wanted-2012,Racing,E10,PS3,Electronic Arts,Criterion Games,2.74,0.71,1.52,0.06,2012
654,L.A. Noire,la-noire,Adventure,M,X360,Rockstar Games,Team Bondi,2.73,1.55,0.92,0.02,2011
656,Far Cry: Primal,far-cry-primal,Action-Adventure,M,PS4,Ubisoft,Ubisoft Montreal,2.73,0.63,1.61,0.07,2016
657,"Pokemon: Let's Go, Eevee!"," eevee""",Role-Playing,E,NS,Nintendo,Game Freak,2.73,1.22,0.8,0.51,2018
659,Need for Speed (2015),need-for-speed-2015,Racing,T,PS4,Electronic Arts,Ghost Games,2.72,0.59,1.66,0.06,2015
668,Call of Duty 3,call-of-duty-3,Shooter,T,X360,Activision,Treyarch,2.7,1.49,0.92,0.02,2006
669,LEGO Star Wars II: The Original Trilogy,lego-star-wars-ii-the-original-trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,2.69,1.85,0.64,0.01,2006
674,Halo Wars,halo-wars,Strategy,T,X360,Microsoft Game Studios,Ensemble Studios,2.67,1.58,0.8,0.04,2009
675,Call of Duty 2: Big Red One,call-of-duty-2-big-red-one,Shooter,T,PS2,Activision,Treyarch,2.67,1.48,0.92,0.01,2005
678,WWE SmackDown! Shut Your Mouth,wwe-smackdown-shut-your-mouth,Fighting,T,PS2,THQ,Yuke's,2.66,1.32,1.29,0.04,2002
679,Final Fantasy XIII-2,final-fantasy-xiii-2,Role-Playing,T,PS3,Square Enix,Square Enix,2.66,0.78,0.75,0.89,2012
680,Medal of Honor Heroes,medal-of-honor-heroes,Shooter,T,PSP,Electronic Arts,Team Fusion,2.66,0.86,1.11,0.01,2006
682,Need for Speed: Shift,need-for-speed-shift,Racing,E,PS3,Electronic Arts,Slightly Mad Studios,2.65,0.69,1.4,0.04,2009
686,Medal of Honor,medal-of-honor,Shooter,M,X360,Electronic Arts,EA Los Angeles,2.64,1.58,0.8,0.04,2010
687,NBA 2K12,nba-2k12,Sports,E,X360,2K Sports,Visual Concepts,2.64,2.32,0.14,0.01,2011
688,Midnight Club: Street Racing,midnight-club-street-racing,Racing,T,PS2,Rockstar Games,Angel Studios,2.63,2.0,0.47,0.02,2000
689,NBA 2K13,nba-2k13,Sports,E,PS3,2K Sports,Visual Concepts,2.63,1.74,0.46,0.05,2012
690,NBA 2K19,nba-2k19,Sports,E,PS4,2K Sports,Visual Concepts,2.63,1.69,0.44,0.03,2018
693,FIFA Soccer 10,fifa-soccer-10,Sports,E,X360,EA Sports,EA Canada,2.62,0.6,1.79,0.01,2009
694,LittleBigPlanet,littlebigplanet,Platform,E,PSP,Sony Computer Entertainment,SCEE Cambridge,2.61,0.65,1.27,0.01,2009
695,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,E,PS2,Electronic Arts,Eurocom Entertainment Software,2.61,0.9,1.22,0.04,2002
700,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,M,X360,Rockstar Games,Rockstar North,2.6,1.08,1.22,0.03,2009
702,Mario + Rabbids: Kingdom Battle,mario-rabbids-kingdom-battle,Strategy,E10,NS,Ubisoft,Ubisoft Milan,2.59,1.1,1.08,0.22,2017
704,FIFA Soccer 09,fifa-soccer-09,Sports,E,PS3,Electronic Arts,EA Canada,2.59,0.49,1.63,0.04,2008
709,WWE SmackDown vs. RAW 2007,wwe-smackdown-vs-raw-2007,Fighting,T,PS2,THQ,Yuke's,2.58,1.4,0.88,0.03,2006
711,Ratchet & Clank: Up Your Arsenal,ratchet-amp-clank-up-your-arsenal,Platform,T,PS2,Sony Computer Entertainment,Insomniac Games,2.57,1.31,0.74,0.31,2004
714,NBA 2K14,nba-2k14,Sports,E,X360,2K Sports,Visual Concepts,2.57,2.11,0.19,0.0,2013
715,Ratchet & Clank Future: Tools of Destruction,ratchet-amp-clank-future-tools-of-destruction,Platform,E10,PS3,Sony Computer Entertainment,Insomniac Games,2.57,0.93,1.1,0.08,2007
717,Dragon Age: Origins,dragon-age-origins,Role-Playing,M,X360,Electronic Arts,BioWare Edmonton,2.56,1.76,0.55,0.03,2009
718,FIFA 16,fifa-16,Sports,E,PS3,EA Sports,EA Canada,2.55,0.43,1.68,0.05,2015
723,Crazy Taxi,crazy-taxi,Racing,T,PS2,Acclaim Entertainment,Hitmaker,2.52,1.13,1.12,0.06,2001
725,Tomb Raider (2013),tomb-raider-2013,Action,M,PS3,Square Enix,Crystal Dynamics,2.51,0.6,1.45,0.08,2013
726,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,T,PS3,Rockstar Games,Rockstar San Diego,2.5,1.59,0.54,0.05,2008
727,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,PS2,Konami,Konami,2.5,0.13,0.07,0.26,2008
741,NBA 2K15,nba-2k15,Sports,E,PS4,2K Sports,Visual Concepts,2.49,1.49,0.55,0.01,2014
746,Saints Row: The Third,saints-row-the-third,Action,M,PS3,THQ,Volition Inc.,2.48,0.86,1.06,0.18,2011
747,Tomb Raider: The Last Revelation,tomb-raider-the-last-revelation,Action,T,PS,Eidos Interactive,Core Design Ltd.,2.48,1.15,1.14,0.06,1999
749,Pure,pure,Racing,E,X360,Disney Interactive Studios,Black Rock Studio,2.47,1.38,0.84,0.0,2008
751,Minecraft,minecraft,Misc,E10,PSV,Sony Computer Entertainment America,4J Studios,2.47,0.22,0.73,1.25,2014
753,Resistance 2,resistance-2,Shooter,M,PS3,Sony Computer Entertainment,Insomniac Games,2.47,1.15,0.84,0.1,2008
757,Dying Light,dying-light,Action,M,PS4,Warner Bros. Interactive,Techland,2.45,1.18,0.74,0.13,2015
768,Sonic Adventure,sonic-adventure,Platform,E,DC,Sega,Sonic Team,2.42,1.26,0.61,0.46,1999
769,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,M,X360,Ubisoft,Ubisoft Montreal,2.42,1.56,0.61,0.02,2008
771,Kinect: Disneyland Adventures,kinect-disneyland-adventures,Action-Adventure,E10,X360,Microsoft Studios,Frontier Developments,2.41,1.73,0.43,0.02,2011
772,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,PS3,Konami,Konami,2.41,0.29,1.18,0.54,2010
776,Halo: Combat Evolved Anniversary,halo-combat-evolved-anniversary,Shooter,M,X360,Microsoft Studios,343 Industries,2.41,1.44,0.71,0.04,2011
777,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,PS2,Electronic Arts,EA Black Box,2.41,0.69,0.0,0.04,2007
779,Forza Motorsport 5,forza-motorsport-5,Racing,E,XOne,Microsoft Studios,Turn 10 Studios,2.4,1.28,0.9,0.01,2013
780,Midnight Club: Los Angeles,midnight-club-los-angeles,Racing,T,X360,Rockstar Games,Rockstar San Diego,2.4,1.72,0.45,0.01,2008
786,God of War: Ascension,god-of-war-ascension,Action,M,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,2.4,1.23,0.72,0.04,2013
788,Batman: Arkham Origins,batman-arkham-origins,Action-Adventure,T,PS3,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,2.4,1.08,0.88,0.04,2013
794,Guitar Hero,guitar-hero,Misc,T,PS2,RedOctane,Harmonix Music Systems,2.38,1.67,0.61,0.03,2005
796,WCW/nWo Revenge,wcw,Fighting,E,N64,THQ,Aki Corp.,2.38,1.94,0.39,0.03,1998
797,Ratchet & Clank (2016),ratchet-amp-clank-2016,Platform,E10,PS4,Sony Interactive Entertainment,Insomniac Games,2.38,0.97,0.97,0.06,2016
800,The Incredibles,the-incredibles,Action,T,PS2,THQ,Heavy Iron Studios,2.37,0.96,1.08,0.04,2004
801,Tony Hawk's Underground 2,tony-hawks-underground-2,Sports,T,PS2,Activision,Neversoft Entertainment,2.37,1.25,0.86,0.01,2004
816,WWE SmackDown vs Raw 2008,wwe-smackdown-vs-raw-2008,Fighting,T,PS2,THQ,Yuke's Media Creations,2.34,0.92,0.0,0.01,2007
817,Dragon Age: Inquisition,dragon-age-inquisition,Role-Playing,M,PS4,Electronic Arts,BioWare Edmonton,2.34,1.07,0.8,0.08,2014
818,Kinect Sports: Season Two,kinect-sports-season-two,Sports,E10,X360,Microsoft Studios,Rare Ltd.,2.33,1.38,0.72,0.02,2011
825,Grand Theft Auto,grand-theft-auto,Action,M,PS,Take-Two Interactive,DMA Design,2.32,0.79,1.35,0.04,1998
826,James Bond 007: Everything or Nothing,james-bond-007-everything-or-nothing,Shooter,T,PS2,Electronic Arts,EA Redwood Shores,2.31,0.85,1.06,0.09,2004
830,The Sims 3,the-sims-3,Simulation,T,X360,Electronic Arts,The Sims Studio,2.31,1.28,0.82,0.0,2010
831,Cool Boarders 3,cool-boarders-3,Sports,E,PS,989 Studios,Idol Minds Digital Entertainment,2.31,1.65,0.46,0.1,1998
839,Dead Island,dead-island,Action,M,PS3,Deep Silver,Techland,2.29,1.08,0.74,0.15,2011
842,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,E,PS3,Konami,Konami,2.28,0.3,1.27,0.46,2009
846,FIFA Soccer 09,fifa-soccer-09,Sports,E,PS2,Electronic Arts,EA Canada,2.28,0.38,0.07,0.01,2008
847,TOCA Championship Racing,toca-championship-racing,Racing,E,PS,3DO,Codemasters,2.28,0.07,2.0,0.02,1998
855,No Man's Sky,no-mans-sky,Action-Adventure,T,PS4,Hello Games,Hello Games,2.26,0.89,0.97,0.04,2016
856,Cool Boarders 2,cool-boarders-2,Sports,E,PS,Sony Computer Entertainment,UEP Systems,2.25,1.52,0.46,0.2,1997
858,Guitar Hero III: Legends of Rock,guitar-hero-iii-legends-of-rock,Misc,T,PS3,RedOctane,Neversoft,2.25,1.4,0.53,0.02,2007
864,Sonic Advance,sonic-advance,Platform,E,GBA,Sega,Dimps Corporation / Sonic Team,2.24,1.19,0.71,0.22,2002
869,Battlefield V,battlefield-v,Shooter,M,PS4,Electronic Arts,EA DICE,2.22,0.8,0.93,0.16,2018
874,NBA 2K14,nba-2k14,Sports,E,PS3,2K Sports,Visual Concepts,2.22,1.45,0.34,0.04,2013
879,Need for Speed: Hot Pursuit,need-for-speed-hot-pursuit,Racing,E10,X360,Electronic Arts,Criterion Games,2.2,1.03,0.96,0.0,2010
886,BioShock 2,bioshock-2,Shooter,M,X360,2K Games,2K Marin,2.2,1.45,0.54,0.02,2010
888,Final Fantasy XIII,final-fantasy-xiii,Role-Playing,T,X360,Square Enix,Square Enix,2.19,1.3,0.67,0.01,2010
895,Pro Evolution Soccer 2012,pro-evolution-soccer-2012,Sports,E,PS3,Konami,Konami,2.19,0.34,0.97,0.55,2011
896,Saints Row,saints-row,Action,M,X360,THQ,Volition Inc.,2.18,1.17,0.77,0.02,2006
897,Need for Speed: Payback,need-for-speed-payback,Racing,T,PS4,Electronic Arts,Ghost Games,2.18,0.62,1.18,0.04,2017
900,Destiny: The Taken King,destiny-the-taken-king,Shooter,T,PS4,Activision,Bungie,2.18,0.97,0.8,0.05,2015
905,Scribblenauts,scribblenauts,Puzzle,E10,DS,Warner Bros. Interactive,5TH Cell,2.17,1.67,0.3,0.02,2009
907,Need for Speed Rivals,need-for-speed-rivals,Racing,E10,PS4,Electronic Arts,Ghost Games,2.17,0.75,1.04,0.03,2013
908,PlayStation VR Worlds,playstation-vr-worlds,Misc,M,PS4,Sony Interactive Entertainment,SIE London Studio,2.16,0.36,1.4,0.09,2016
912,Syphon Filter 2,syphon-filter-2,Shooter,M,PS,989 Studios,Eidetic,2.15,1.5,0.55,0.02,2000
913,Battlefield: Hardline,battlefield-hardline,Shooter,M,PS4,Electronic Arts,EA DICE,2.15,0.72,0.97,0.14,2015
927,NBA 2K12,nba-2k12,Sports,E,PS3,2K Sports,Visual Concepts,2.13,1.62,0.27,0.05,2011
930,Project Gotham Racing,project-gotham-racing,Racing,E,XB,Microsoft,Bizarre Creations,2.12,1.37,0.61,0.05,2001
932,NBA 2K11,nba-2k11,Sports,E,X360,2K Sports,Visual Concepts,2.11,1.86,0.12,0.01,2010
934,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,E,PS3,Konami,Konami,2.11,0.11,1.34,0.4,2008
935,Need for Speed: Hot Pursuit 2,need-for-speed-hot-pursuit-2,Racing,E,PS2,Electronic Arts,EA Seattle,2.11,1.68,0.31,0.02,2002
943,Need for Speed: Most Wanted 5-1-0,need-for-speed-most-wanted-5-1-0,Racing,E10,PSP,Electronic Arts,EA Black Box,2.09,1.77,0.13,0.02,2005
947,Finding Nemo,finding-nemo,Action,E,PS2,THQ,Traveller's Tales,2.09,1.26,0.6,0.05,2003
949,Grand Theft Auto: Episodes from Liberty City,grand-theft-auto-episodes-from-liberty-city,Adventure,M,PS3,Rockstar Games,Rockstar North,2.09,0.62,0.99,0.13,2010
954,Portal 2,portal-2,Shooter,E10,X360,Valve,Valve Software,2.08,1.41,0.49,0.01,2011
959,Metal Gear Solid: Peace Walker,metal-gear-solid-peace-walker,Action,T,PSP,Konami,Kojima Productions,2.08,0.46,0.42,0.96,2010
963,Rise of the Tomb Raider,rise-of-the-tomb-raider,Adventure,M,PS4,Square Enix,Crystal Dynamics,2.07,0.61,1.08,0.05,2016
964,UFC 2009 Undisputed,ufc-2009-undisputed,Fighting,T,X360,THQ,Yuke's Osaka,2.07,1.48,0.39,0.0,2009
966,LittleBigPlanet 3,littlebigplanet-3,Platform,E,PS4,Sony Computer Entertainment,Sumo Digital,2.06,0.78,0.93,0.01,2014
968,The Incredibles,the-incredibles,Action,E,GBA,THQ,Helixe,2.06,1.15,0.77,0.04,2004
969,Call of Duty 2,call-of-duty-2,Shooter,T,X360,Activision,Infinity Ward,2.06,1.84,0.04,0.01,2005
970,Hitman: Absolution,hitman-absolution,Action,M,PS3,Square Enix,IO Interactive,2.06,0.59,1.08,0.07,2012
971,Toy Story 3: The Video Game,toy-story-3-the-video-game,Action,E,DS,Disney Interactive Studios,Avalanche Software,2.06,0.89,0.95,0.02,2010
972,R4: Ridge Racer Type 4,r4-ridge-racer-type-4,Racing,E,PS,Namco,Namco,2.06,0.68,0.46,0.79,1999
973,Tom Clancy's Splinter Cell: Conviction,tom-clancys-splinter-cell-conviction,Action,M,X360,Ubisoft,Ubisoft Montreal,2.06,1.2,0.62,0.04,2010
974,Need for Speed: Undercover,need-for-speed-undercover,Racing,T,PS3,Electronic Arts,EA Vancouver,2.06,0.63,1.01,0.05,2008
975,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,X360,Electronic Arts,EA Black Box,2.05,1.04,0.79,0.01,2007
980,Dark Souls,dark-souls,Role-Playing,M,PS3,Namco Bandai,From Software,2.05,0.75,0.53,0.54,2011
981,Middle-Earth: Shadow of War,middle-earth-shadow-of-war,Action,M,PS4,Warner Bros. Interactive Entertainment,Monolith Productions,2.04,0.82,0.84,0.06,2017
983,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,E10,PS3,Electronic Arts,EA Black Box,2.04,0.73,0.91,0.04,2007
988,PGR4 - Project Gotham Racing 4,pgr4-project-gotham-racing-4,Racing,E,X360,Microsoft Game Studios,Bizarre Creations,2.04,0.48,1.28,0.02,2007
989,Dance Central 2,dance-central-2,Music,T,X360,Microsoft,Harmonix Music Systems,2.04,1.45,0.41,0.01,2011
990,Dragon Quest XI: Echoes of an Elusive Age,dragon-quest-xi-echoes-of-an-elusive-age,Role-Playing,T,PS4,Square Enix,Square Enix,2.04,0.29,0.22,1.43,2018
998,The Sims 3,the-sims-3,Simulation,T,PS3,Electronic Arts,The Sims Studio,2.03,0.73,0.96,0.02,2010
1004,Need for Speed: The Run,need-for-speed-the-run,Racing,T,PS3,Electronic Arts,EA Black Box,2.01,0.58,1.05,0.03,2011
1020,The Legend of Zelda: Ocarina of Time 3D,the-legend-of-zelda-ocarina-of-time-3d,Adventure,E10,3DS,Nintendo,GREZZO,2.0,1.42,0.01,0.56,2011
1023,Tenchu: Stealth Assassins,tenchu-stealth-assassins,Action,M,PS,Activision,Acquire,1.99,0.95,0.64,0.27,1998
1025,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,E,GBA,Electronic Arts,Eurocom Entertainment Software,1.99,1.21,0.64,0.05,2002
1026,Just Cause 3,just-cause-3,Action-Adventure,M,PS4,Square Enix,Avalanche Studios,1.98,0.53,1.07,0.09,2015
1028,Harry Potter and the Chamber of Secrets,harry-potter-and-the-chamber-of-secrets,Adventure,E,PS,Electronic Arts,Argonaut Games,1.98,0.75,1.09,0.02,2002
1031,BioShock Infinite,bioshock-infinite,Shooter,M,X360,2K Games,Irrational Games,1.97,1.22,0.55,0.02,2013
1033,Resident Evil 6,resident-evil-6,Action,M,X360,Capcom,Capcom,1.97,1.12,0.61,0.07,2012
