Rank,Name,basename,Genre,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
2779,Vagrant Story,vagrant-story,Role-Playing,PS,Square EA,SquareSoft,9.3,0.87,0.3,0.2,0.3,2000
2781,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,PS3,Electronic Arts,Pandemic Studios,6.0,0.87,0.29,0.4,0.02,2008
2786,Endless Ocean: Blue World,endless-ocean-blue-world,Simulation,Wii,Nintendo,Arika,7.6,0.87,0.46,0.22,0.12,2010
2789,Wii Fit U,wii-fit-u,Misc,WiiU,Nintendo,Nintendo,7.2,0.86,0.35,0.24,0.21,2014
2792,Tales of the Abyss,tales-of-the-abyss,Role-Playing,3DS,Namco Bandai,Namco Tales Studio,7.3,0.86,0.45,0.2,0.15,2012
2795,Winning Eleven: Pro Evolution Soccer 2007,winning-eleven-pro-evolution-soccer-2007,Sports,PSP,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.72,0.12,2007
2807,Bayonetta 2,bayonetta-2,Action,WiiU,Nintendo,PlatinumGames,9.3,0.86,0.37,0.32,0.1,2014
2818,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,X360,EA Sports,EA Canada,8.4,0.85,0.32,0.42,0.02,2010
2821,Ninja Gaiden Sigma 2,ninja-gaiden-sigma-2,Action,PS3,Tecmo Koei,Team Ninja,8.5,0.85,0.52,0.16,0.08,2009
2822,Street Fighter Alpha 2,street-fighter-alpha-2,Fighting,PS,Capcom,Capcom,8.2,0.85,0.14,0.09,0.57,1996
2825,Dragon Ball Z: Burst Limit,dragon-ball-z-burst-limit,Fighting,PS3,Atari,Dimps Corporation,7.3,0.85,0.22,0.34,0.18,2008
2827,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,PS3,Electronic Arts,EA Montreal,7.1,0.85,0.44,0.27,0.01,2010
2839,The House of the Dead: Overkill,the-house-of-the-dead-overkill,Shooter,Wii,Sega,Headstrong Games,7.9,0.85,0.44,0.3,0.02,2009
2841,Darksiders II,darksiders-ii,Action-Adventure,PS3,THQ,Vigil Games,8.3,0.85,0.35,0.37,0.01,2012
2844,Sniper Elite V2,sniper-elite-v2,Shooter,X360,505 Games,Rebellion Developments,7.0,0.84,0.46,0.28,0.02,2012
2845,Xenoblade Chronicles X,xenoblade-chronicles-x,Role-Playing,WiiU,Nintendo,Monolith Soft,8.1,0.84,0.34,0.29,0.15,2015
2846,NBA 2K10,nba-2k10,Sports,PS3,2K Sports,Visual Concepts,8.2,0.84,0.75,0.01,0.01,2009
2849,Skate 2,skate-2,Sports,PS3,Electronic Arts,EA Black Box,8.2,0.84,0.46,0.25,0.01,2009
2853,ZombiU,zombiu,Action,WiiU,Ubisoft,Ubisoft Montpellier,6.9,0.84,0.35,0.37,0.05,2012
2858,Rogue Galaxy,rogue-galaxy,Role-Playing,PS2,Sony Computer Entertainment,Level 5,8.3,0.84,0.24,0.16,0.39,2007
2872,Ace Combat 3: Electrosphere,ace-combat-3-electrosphere,Simulation,PS,Namco,Namco,7.6,0.83,0.22,0.15,0.4,2000
2873,Time Crisis 4,time-crisis-4,Shooter,PS3,Namco Bandai,Bandai Namco Games,6.1,0.83,0.32,0.32,0.05,2007
2878,Stranglehold,stranglehold,Shooter,X360,Midway Games,Midway Games,8.0,0.83,0.41,0.33,0.01,2007
2881,Dragon Age II,dragon-age-ii,Role-Playing,PS3,Electronic Arts,BioWare Corp.,7.7,0.83,0.4,0.26,0.05,2011
2887,Sniper: Ghost Warrior,sniper-ghost-warrior,Shooter,PS3,City Interactive,City Interactive,4.5,0.83,0.3,0.35,0.04,2011
2894,Dragon Ball: Raging Blast 2,dragon-ball-raging-blast-2,Fighting,PS3,Namco Bandai,Spike,6.0,0.83,0.43,0.19,0.11,2010
2899,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,X360,2K Games,Firaxis Games,8.4,0.83,0.58,0.17,0.0,2008
2919,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,PS3,Warner Bros. Interactive,Snowblind Studios,6.5,0.82,0.25,0.43,0.01,2011
2920,Patapon,patapon,Platform,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,0.82,0.33,0.25,0.07,2008
2921,The Crew 2,the-crew-2,Racing,PS4,Ubisoft,Ivory Tower,6.5,0.82,0.22,0.42,0.05,2018
2924,Shin Megami Tensei: Persona 4,shin-megami-tensei-persona-4,Role-Playing,PS2,Atlus,Atlus,9.2,0.82,0.34,0.04,0.36,2008
2926,Professor Layton vs Ace Attorney,professor-layton-vs-ace-attorney,Adventure,3DS,Nintendo,Level 5,8.1,0.82,0.2,0.27,0.3,2014
2933,Tales of Destiny II,tales-of-destiny-ii,Role-Playing,PS,Namco,Telenet Japan / Wolfteam,7.5,0.81,0.06,0.04,0.66,2001
2939,Valkyrie Profile,valkyrie-profile,Role-Playing,PS,Enix,tri-Ace,8.1,0.81,0.07,0.05,0.63,2000
2940,Shaun White Snowboarding,shaun-white-snowboarding,Sports,X360,Ubisoft,Ubisoft Montreal,6.2,0.81,0.48,0.25,0.0,2008
2948,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,Sports,X360,Konami,Konami,7.0,0.81,0.12,0.58,0.03,2009
2965,Golden Sun: Dark Dawn,golden-sun-dark-dawn,Role-Playing,DS,Nintendo,Camelot Software Planning,8.0,0.81,0.53,0.1,0.13,2010
2975,DiRT 2,dirt-2,Racing,X360,Codemasters,Codemasters,8.8,0.8,0.32,0.39,0.0,2009
2981,Mario & Sonic at the Sochi 2014 Olympic Winter Games,mario-amp-sonic-at-the-sochi-2014-olympic-winter-games,Sports,WiiU,Nintendo,Sega Sports R&D,5.9,0.8,0.37,0.23,0.14,2013
2989,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,Sports,PSP,Konami,Konami,7.3,0.8,0.04,0.33,0.26,2008
3003,Dead Island: Riptide,dead-island-riptide,Misc,X360,Deep Silver,Techland,5.6,0.79,0.44,0.27,0.01,2013
3006,Darksiders II,darksiders-ii,Action-Adventure,X360,THQ,Vigil Games,8.6,0.79,0.45,0.27,0.0,2012
3017,The Godfather II,the-godfather-ii,Adventure,X360,Electronic Arts,EA Redwood Shores,6.2,0.79,0.47,0.23,0.01,2009
3022,Star Ocean: The Last Hope,star-ocean-the-last-hope,Role-Playing,X360,Square Enix,tri-Ace,7.3,0.79,0.32,0.2,0.21,2009
3026,MadWorld,madworld,Action,Wii,Sega,PlatinumGames,8.1,0.78,0.45,0.24,0.02,2009
3030,Too Human,too-human,Role-Playing,X360,Microsoft Game Studios,Silicon Knights,6.5,0.78,0.38,0.3,0.03,2008
3038,The World Ends With You,the-world-ends-with-you,Role-Playing,DS,Square Enix,Square Enix,8.6,0.78,0.49,0.04,0.21,2008
3041,Naruto Shippuden: Ultimate Ninja Storm 2,naruto-shippuden-ultimate-ninja-storm-2,Fighting,X360,Namco Bandai,CyberConnect2,7.6,0.78,0.43,0.27,0.01,2010
3043,Tom Clancy's Splinter Cell: Double Agent,tom-clancys-splinter-cell-double-agent,Action,X360,Ubisoft,Ubisoft Shanghai,8.5,0.78,0.67,0.04,0.01,2006
3045,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,Strategy,PS3,2K Games,Firaxis Games,8.4,0.78,0.49,0.19,0.01,2008
3055,Need for Speed: ProStreet,need-for-speed-prostreet,Racing,PSP,Electronic Arts,EA Black Box,5.6,0.78,0.24,0.33,0.01,2008
3075,Perfect Dark Zero,perfect-dark-zero,Shooter,X360,Microsoft Game Studios,Rare Ltd.,8.1,0.77,0.66,0.02,0.03,2005
3080,Ghost Squad,ghost-squad,Shooter,Wii,Sega,Polygon Magic,7.0,0.77,0.42,0.21,0.08,2007
3089,The Sims 3,the-sims-3,Simulation,3DS,Electronic Arts,The Sims Studio,5.6,0.77,0.3,0.38,0.03,2011
3092,Dragon Ball: Raging Blast,dragon-ball-raging-blast,Fighting,PS3,Namco Bandai,Spike,5.6,0.77,0.37,0.19,0.11,2009
3093,Need for Speed: Undercover,need-for-speed-undercover,Racing,PSP,Electronic Arts,Piranha Games,5.4,0.77,0.23,0.32,0.03,2008
3098,Donkey Kong Country 3,donkey-kong-country-3,Platform,GBA,Nintendo,Rare Ltd.,7.5,0.77,0.45,0.17,0.14,2005
3101,Unlimited Saga,unlimited-saga,Role-Playing,PS2,Square Enix,SquareSoft,4.9,0.77,0.1,0.08,0.56,2003
3102,Pokemon Dash,pokemon-dash,Racing,DS,Nintendo,Ambrella,5.3,0.77,0.21,0.14,0.38,2005
3111,Resident Evil: Revelations,resident-evil-revelations,Action,PS3,Capcom,Capcom,7.6,0.76,0.14,0.32,0.22,2013
3114,Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,Platform,X360,Microsoft Game Studios,Rare Ltd.,8.0,0.76,0.32,0.35,0.0,2008
3132,PokePark 2: Wonders Beyond,pokepark-2-wonders-beyond,Action-Adventure,Wii,Nintendo,Creatures Inc.,6.5,0.76,0.26,0.19,0.27,2012
3136,Marvel vs. Capcom 2,marvel-vs-capcom-2,Fighting,PS2,Capcom,Capcom,8.2,0.76,0.31,0.24,0.13,2002
3139,Lost Planet 2,lost-planet-2,Shooter,X360,Capcom,Capcom,6.5,0.76,0.38,0.24,0.08,2010
3143,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,X360,Eidos Interactive,IO Interactive,6.8,0.76,0.36,0.31,0.01,2007
3151,LEGO City Undercover,lego-city-undercover,Platform,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.75,0.17,0.46,0.01,2017
3152,Genji: Days of the Blade,genji-days-of-the-blade,Action,PS3,Sony Computer Entertainment,Game Republic,5.0,0.75,0.18,0.38,0.06,2006
3157,Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,Role-Playing,3DS,Nintendo,Intelligent Systems,8.3,0.75,0.34,0.16,0.21,2017
3164,Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,Shooter,PS3,Eidos Interactive,IO Interactive,6.8,0.75,0.29,0.32,0.01,2007
3170,Zone of the Enders,zone-of-the-enders,Simulation,PS2,Konami,Konami Computer Entertainment Japan,7.5,0.75,0.3,0.24,0.13,2001
3177,FIFA 19,fifa-19,Sports,NS,Electronic Arts,EA Sports,5.9,0.75,0.18,0.47,0.06,2018
3182,Capcom vs. SNK 2: Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,Fighting,PS2,Capcom,Capcom,7.9,0.75,0.22,0.17,0.3,2001
3186,Final Fantasy Tactics A2: Grimoire of the Rift,final-fantasy-tactics-a2-grimoire-of-the-rift,Role-Playing,DS,Square Enix,Square Enix,8.1,0.75,0.38,0.03,0.3,2008
3189,Turok,turok,Shooter,X360,Touchstone,Propaganda Games,6.6,0.75,0.46,0.2,0.01,2008
3196,Ace Combat: Assault Horizon,ace-combat-assault-horizon,Action,PS3,Namco Bandai,Project ACES,7.5,0.74,0.3,0.16,0.22,2011
3197,The Godfather II,the-godfather-ii,Adventure,PS3,Electronic Arts,EA Redwood Shores,6.4,0.74,0.41,0.21,0.01,2009
3202,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,PS3,THQ,Volition Inc.,8.6,0.74,0.33,0.27,0.02,2009
3214,Tales of Vesperia,tales-of-vesperia,Role-Playing,X360,Namco Bandai,Namco Tales Studio,8.1,0.74,0.32,0.18,0.19,2008
3215,Resonance of Fate,resonance-of-fate,Role-Playing,PS3,Sega,tri-Ace,7.5,0.74,0.2,0.22,0.24,2010
3216,Sonic Forces,sonic-forces,Platform,NS,Sega,Sonic Team,5.4,0.74,0.39,0.27,0.01,2017
3225,Brink,brink,Shooter,PS3,Bethesda Softworks,Splash Damage,7.1,0.73,0.29,0.32,0.01,2011
3251,Star Ocean: The Last Hope International,star-ocean-the-last-hope-international,Role-Playing,PS3,Square Enix,tri-Ace,8.1,0.73,0.28,0.15,0.22,2010
3252,Katamari Damacy,katamari-damacy,Puzzle,PS2,Namco,Namco,8.5,0.73,0.47,0.02,0.17,2004
3264,Monster Hunter Generations Ultimate,monster-hunter-generations-ultimate,Action,NS,Capcom,Capcom,7.7,0.72,0.27,0.14,0.27,2018
3278,Kirby: Canvas Curse,kirby-canvas-curse,Platform,DS,Nintendo,HAL Laboratory,8.9,0.72,0.36,0.0,0.32,2005
3287,Blur,blur,Racing,PS3,Activision,Bizarre Creations,8.3,0.72,0.22,0.37,0.02,2010
3293,F1 2011,f1-2011,Racing,X360,Codemasters,Codemasters Birmingham,8.5,0.72,0.11,0.5,0.01,2011
3302,DiRT 3,dirt-3,Racing,X360,Codemasters,Codemasters,9.1,0.71,0.23,0.4,0.01,2011
3308,Astro Bot Rescue Mission,astro-bot-rescue-mission,Platform,PS4,Sony Interactive Entertainment,SIE Japan Studio,8.5,0.71,0.22,0.36,0.02,2018
3316,Yu-Gi-Oh! The Falsebound Kingdom,yu-gi-oh-the-falsebound-kingdom,Strategy,GC,Konami,Konami,4.4,0.71,0.49,0.13,0.07,2003
3317,The LEGO Movie Videogame,the-lego-movie-videogame,Action-Adventure,PS4,Warner Bros. Interactive Entertainment,TT Fusion,6.0,0.71,0.26,0.32,0.01,2014
3322,Blast Corps,blast-corps,Action,N64,Nintendo,Rare Ltd.,9.1,0.71,0.39,0.09,0.17,1997
3327,Monster Hunter 3 Ultimate,monster-hunter-3-ultimate,Role-Playing,WiiU,Capcom,Capcom,8.7,0.71,0.24,0.2,0.22,2013
3337,Catherine,catherine,Puzzle,PS3,Atlus,Atlus,7.9,0.71,0.3,0.15,0.2,2011
3340,Plants vs Zombies: Garden Warfare,plants-vs-zombies-garden-warfare,Shooter,XOne,Electronic Arts,PopCap Games,7.6,0.71,0.39,0.25,0.0,2014
3348,Ace Attorney Investigations: Miles Edgeworth,ace-attorney-investigations-miles-edgeworth,Adventure,DS,Capcom,Capcom,7.7,0.7,0.23,0.14,0.3,2010
3362,Infinite Undiscovery,infinite-undiscovery,Role-Playing,X360,Square Enix,tri-Ace,6.8,0.7,0.34,0.18,0.12,2008
3370,Chocobo's Dungeon 2,chocobos-dungeon-2,Role-Playing,PS,Square EA,SquareSoft,6.2,0.7,0.04,0.03,0.58,1999
3375,Ape Escape: On the Loose,ape-escape-on-the-loose,Platform,PSP,Sony Computer Entertainment,SIMS,6.6,0.7,0.52,0.01,0.12,2005
3379,James Bond 007: Blood Stone,james-bond-007-blood-stone,Action,PS3,Activision,Bizarre Creations,6.2,0.7,0.18,0.37,0.02,2010
3386,Monster Hunter Stories,monster-hunter-stories,Role-Playing,3DS,Capcom,Marvelous,8.1,0.7,0.14,0.15,0.39,2017
3389,Driver: San Francisco,driver-san-francisco,Racing,X360,Ubisoft,Ubisoft Reflections,8.1,0.7,0.25,0.37,0.0,2011
3390,Classic NES Series: Zelda II: The Adventure of Link,classic-nes-series-zelda-ii-the-adventure-of-link,Adventure,GBA,Nintendo,Nintendo EAD,6.6,0.7,0.37,0.14,0.17,2004
3397,Metal Gear Solid: Portable Ops Plus,metal-gear-solid-portable-ops-plus,Action,PSP,Konami,Kojima Productions,6.9,0.69,0.26,0.01,0.26,2007
3405,The Evil Within,the-evil-within,Misc,XOne,Bethesda Softworks,Tango Gameworks,7.9,0.69,0.36,0.27,0.0,2014
3407,The Sly Collection,the-sly-collection,Platform,PS3,Sony Computer Entertainment,Sanzaru Games,8.7,0.69,0.52,0.08,0.01,2010
3414,Fortnite,fortnite,Shooter,NS,Warner Bros. Interactive Entertainment,Epic Games,8.5,0.69,0.38,0.24,0.01,2018
3426,Mario Party: The Top 100,mario-party-the-top-100,Misc,3DS,Nintendo,"Nd Cube Co., Ltd.",5.0,0.69,0.23,0.17,0.24,2017
3433,Test Drive Unlimited 2,test-drive-unlimited-2,Racing,X360,Atari,Eden Studios,6.8,0.68,0.3,0.32,0.0,2011
3434,Hot Shots Golf: Open Tee 2,hot-shots-golf-open-tee-2,Sports,PSP,Sony Computer Entertainment,Clap Hanz,8.0,0.68,0.21,0.11,0.28,2008
3437,Rayman Legends,rayman-legends,Platform,WiiU,Ubisoft,Ubisoft Montpellier,9.5,0.68,0.25,0.35,0.03,2013
3438,The Last Remnant,the-last-remnant,Role-Playing,X360,Square Enix,Square Enix,6.5,0.68,0.25,0.2,0.18,2008
3452,Bushido Blade 2,bushido-blade-2,Fighting,PS,Square EA,Light Weight,7.5,0.68,0.25,0.17,0.22,1998
3453,Suikoden II,suikoden-ii,Role-Playing,PS,Konami,Konami,8.5,0.68,0.15,0.1,0.38,1999
3460,.hack//Mutation Part 2,.hack,Role-Playing,PS2,Bandai,CyberConnect2,7.5,0.68,0.23,0.18,0.2,2003
3468,Spider-Man 3,spider-man-3,Platform,PS3,Activision,Treyarch,6.6,0.67,0.26,0.29,0.02,2007
3480,Diablo III: Eternal Collection,diablo-iii-eternal-collection,Action,NS,Blizzard Entertainment,Blizzard Entertainment,9.0,0.67,0.38,0.22,0.01,2018
3490,Wild ARMs 2,wild-arms-2,Role-Playing,PS,Sony Computer Entertainment,Media.Vision,6.5,0.67,0.19,0.13,0.31,2000
3506,Final Fantasy Crystal Chronicles: Ring of Fates,final-fantasy-crystal-chronicles-ring-of-fates,Role-Playing,DS,Square Enix,Square Enix,7.7,0.66,0.22,0.01,0.42,2008
3521,2014 FIFA World Cup Brazil,2014-fifa-world-cup-brazil,Sports,PS3,EA Sports,EA Canada,7.9,0.66,0.15,0.4,0.01,2014
3526,Castlevania: Lords of Shadow,castlevania-lords-of-shadow,Action,X360,Konami,Mercury Steam,7.9,0.66,0.42,0.17,0.01,2010
3550,Fist of the North Star: Ken's Rage,fist-of-the-north-star-kens-rage,Action,PS3,Tecmo Koei,Tecmo Koei Games,4.8,0.66,0.06,0.03,0.55,2010
3555,Suikoden IV,suikoden-iv,Role-Playing,PS2,Konami,Konami Computer Entertainment Tokyo,6.3,0.66,0.17,0.13,0.3,2005
3556,Gods Eater Burst,gods-eater-burst,Action,PSP,D3 Publisher,Shift,7.1,0.66,0.03,0.0,0.62,2011
3563,Shaun White Snowboarding,shaun-white-snowboarding,Sports,PS3,Ubisoft,Ubisoft Montreal,6.0,0.66,0.31,0.24,0.01,2008
3568,Dead or Alive 5,dead-or-alive-5,Fighting,PS3,Tecmo Koei,Team Ninja,7.6,0.65,0.23,0.15,0.21,2015
3570,Radiata Stories,radiata-stories,Role-Playing,PS2,Square Enix,tri-Ace,7.7,0.65,0.18,0.14,0.29,2005
3575,F-Zero GX,f-zero-gx,Racing,GC,Nintendo,Amusement Vision,8.4,0.65,0.41,0.11,0.12,2003
3593,007: Quantum of Solace,007-quantum-of-solace,Shooter,Wii,Activision,Beenox,5.6,0.65,0.29,0.28,0.01,2008
3607,LEGO City Undercover,lego-city-undercover,Platform,NS,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.65,0.23,0.33,0.03,2017
3608,Star Ocean: First Departure,star-ocean-first-departure,Role-Playing,PSP,Square Enix,TOSE Software,7.5,0.65,0.2,0.14,0.22,2008
3618,Shin Megami Tensei: Persona 3 Portable,shin-megami-tensei-persona-3-portable,Role-Playing,PSP,Atlus,Atlus Co.,8.9,0.64,0.18,0.07,0.34,2010
3622,Sengoku Basara: Samurai Heroes,sengoku-basara-samurai-heroes,Action,PS3,Capcom,Capcom,6.1,0.64,0.17,0.04,0.4,2010
3625,New Play Control! Pikmin,new-play-control-pikmin,Strategy,Wii,Nintendo,Nintendo EAD,7.7,0.64,0.28,0.13,0.19,2009
3627,Dragon Ball: Raging Blast 2,dragon-ball-raging-blast-2,Fighting,X360,Namco Bandai,Spike,6.0,0.64,0.49,0.09,0.01,2010
3633,Castlevania,castlevania,Platform,N64,Konami,KCEK,7.6,0.64,0.44,0.1,0.04,1999
3638,Dead Island: Riptide,dead-island-riptide,Action,PS3,Deep Silver,Techland,6.6,0.64,0.26,0.21,0.07,2013
3651,Lost Planet: Extreme Condition,lost-planet-extreme-condition,Shooter,PS3,Capcom,Capcom,6.3,0.64,0.31,0.17,0.07,2008
3660,White Knight Chronicles II,white-knight-chronicles-ii,Role-Playing,PS3,D3 Publisher,Level 5,5.4,0.63,0.23,0.09,0.27,2011
3678,LEGO The Incredibles,lego-the-incredibles,Action,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,0.63,0.35,0.21,0.01,2018
3693,Ape Escape 2,ape-escape-2,Platform,PS2,Ubisoft,SCE Japan Studio,8.0,0.63,0.12,0.09,0.38,2003
3696,Shin Megami Tensei: Persona 3 FES,shin-megami-tensei-persona-3-fes,Role-Playing,PS2,Atlus,Atlus,8.7,0.63,0.22,0.2,0.16,2008
3700,Okami,okami,Adventure,PS2,Capcom,Clover Studio,9.4,0.63,0.11,0.03,0.15,2006
3704,Tony Hawk's Project 8,tony-hawks-project-8,Sports,PS3,Activision,Neversoft Entertainment,7.9,0.63,0.3,0.23,0.01,2006
3706,NieR,nier,Role-Playing,PS3,Square Enix,Cavia Inc.,6.6,0.63,0.17,0.19,0.2,2010
3709,Test Drive Unlimited 2,test-drive-unlimited-2,Racing,PS3,Atari,Eden Studios,6.9,0.63,0.16,0.35,0.01,2011
3720,Wild ARMs 3,wild-arms-3,Role-Playing,PS2,Sony Computer Entertainment,Media.Vision,7.6,0.62,0.16,0.13,0.29,2002
3726,Donkey Kong Barrel Blast,donkey-kong-barrel-blast,Racing,Wii,Nintendo,Paon Corporation,4.8,0.62,0.19,0.26,0.11,2007
3727,Jak and Daxter: The Lost Frontier,jak-and-daxter-the-lost-frontier,Platform,PSP,Sony Computer Entertainment,High Impact Games,7.5,0.62,0.18,0.28,0.0,2009
3732,Red Steel 2,red-steel-2,Shooter,Wii,Ubisoft,Ubisoft Paris,7.8,0.62,0.35,0.21,0.01,2010
3734,Viewtiful Joe,viewtiful-joe,Action,GC,Capcom,Clover Studio,9.4,0.62,0.38,0.1,0.12,2003
3752,Prince of Persia: The Forgotten Sands,prince-of-persia-the-forgotten-sands,Action,X360,Ubisoft,Ubisoft Montreal,7.5,0.62,0.3,0.26,0.0,2010
3757,Phoenix Wright: Ace Attorney - Trials and Tribulations,phoenix-wright-ace-attorney-trials-and-tribulations,Adventure,DS,Capcom,Capcom,7.9,0.62,0.3,0.03,0.25,2007
3767,NBA 2K9,nba-2k9,Sports,PS3,2K Sports,Visual Concepts,8.3,0.62,0.56,0.0,0.0,2008
3768,Dragon Ball Z: Ultimate Tenkaichi,dragon-ball-z-ultimate-tenkaichi,Fighting,PS3,Namco Bandai,Spike,5.0,0.62,0.27,0.18,0.09,2011
3769,Wet,wet,Shooter,PS3,Bethesda Softworks,Artificial Mind and Movement,6.9,0.62,0.22,0.27,0.01,2009
3773,Fire Emblem: Shadow Dragon,fire-emblem-shadow-dragon,Strategy,DS,Nintendo,Intelligent Systems,8.2,0.61,0.29,0.03,0.27,2009
3776,Vanquish,vanquish,Shooter,PS3,Sega,PlatinumGames,8.5,0.61,0.21,0.22,0.11,2010
3777,Samurai Warriors 2,samurai-warriors-2,Action,PS2,KOEI,Omega Force,5.6,0.61,0.02,0.02,0.57,2006
3784,Sacred 2: Fallen Angel,sacred-2-fallen-angel,Role-Playing,PS3,CDV Software Entertainment,Ascaron Entertainment,7.1,0.61,0.22,0.23,0.08,2009
3799,New Play Control! Pikmin 2,new-play-control-pikmin-2,Strategy,Wii,Nintendo,Nintendo EAD,8.7,0.61,0.11,0.13,0.34,2012
3803,Final Fantasy IV Advance,final-fantasy-iv-advance,Role-Playing,GBA,Square Enix,Square Enix,8.6,0.61,0.27,0.1,0.22,2005
3824,Wave Race: Blue Storm,wave-race-blue-storm,Racing,GC,Nintendo,Nintendo Software Technology Corporation,8.4,0.6,0.4,0.1,0.09,2001
3831,Okami,okami,Adventure,Wii,Capcom,Ready at Dawn Studios,9.0,0.6,0.43,0.09,0.04,2008
3834,Suikoden,suikoden,Role-Playing,PS,Konami,Konami,8.2,0.6,0.21,0.14,0.21,1996
3835,Muramasa: The Demon Blade,muramasa-the-demon-blade,Role-Playing,Wii,Ignition Entertainment,Vanillaware,8.0,0.6,0.32,0.13,0.11,2009
3841,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,X360,Ubisoft,Techland,7.6,0.6,0.3,0.24,0.0,2009
3874,PGR3 - Project Gotham Racing 3,pgr3-project-gotham-racing-3,Racing,X360,Microsoft Game Studios,Bizarre Creations,8.8,0.6,0.49,0.03,0.03,2005
3893,Final Fantasy Anniversary Edition,final-fantasy-anniversary-edition,Role-Playing,PSP,Square Enix,Square Enix,7.4,0.59,0.39,0.02,0.13,2007
3897,Metal Gear Solid V: Ground Zeroes,metal-gear-solid-v-ground-zeroes,Action-Adventure,PS3,Konami Digital Entertainment,Kojima Productions,8.5,0.59,0.13,0.13,0.28,2014
3899,Kane & Lynch 2: Dog Days,kane-amp-lynch-2-dog-days,Shooter,PS3,Square Enix,IO Interactive,6.3,0.59,0.17,0.28,0.05,2010
3900,2002 FIFA World Cup,2002-fifa-world-cup,Sports,PS2,EA Sports,EA Canada,7.9,0.59,0.21,0.17,0.16,2002
3916,Dead or Alive Xtreme Beach Volleyball,dead-or-alive-xtreme-beach-volleyball,Sports,XB,Tecmo,Team Ninja,6.6,0.59,0.36,0.08,0.14,2003
3921,WarioWare D.I.Y.,warioware-diy,Misc,DS,Nintendo,Intelligent Systems,8.3,0.59,0.17,0.18,0.2,2010
3922,Shin Megami Tensei IV,shin-megami-tensei-iv,Role-Playing,3DS,Atlus,Atlus,8.3,0.59,0.28,0.0,0.27,2013
3923,Silent Hill: Shattered Memories,silent-hill-shattered-memories,Adventure,PS2,Konami,Climax Group,8.0,0.59,0.13,0.22,0.01,2010
3925,Madden NFL 06,madden-nfl-06,Sports,X360,EA Sports,EA Tiburon,7.7,0.59,0.54,0.0,0.01,2005
3927,Blur,blur,Racing,X360,Activision,Bizarre Creations,8.3,0.59,0.25,0.27,0.0,2010
3937,Alice: Madness Returns,alice-madness-returns,Adventure,PS3,Electronic Arts,Spicy Horse,6.7,0.59,0.22,0.24,0.04,2011
3938,Harvest Moon: Friends of Mineral Town,harvest-moon-friends-of-mineral-town,Simulation,GBA,Natsume,TOSE Software,7.6,0.59,0.34,0.13,0.11,2003
3942,Final Fantasy Explorers,final-fantasy-explorers,Role-Playing,3DS,Square Enix,Square Enix,7.3,0.59,0.17,0.1,0.29,2016
3952,LEGO Worlds,lego-worlds,Misc,NS,Warner Bros. Interactive Entertainment,Traveller's Tales,5.0,0.58,0.21,0.33,0.0,2017
3953,Diablo,diablo,Role-Playing,PS,Electronic Arts,Climax Group,8.3,0.58,0.29,0.19,0.07,1998
3960,Romancing SaGa,romancing-saga,Role-Playing,PS2,Square Enix,Square Enix,6.0,0.58,0.06,0.04,0.47,2005
3983,Tom Clancy's HAWX,tom-clancys-hawx,Action,X360,Ubisoft,Ubisoft Romania,6.9,0.58,0.31,0.19,0.02,2009
3985,International Superstar Soccer '98,international-superstar-soccer-98,Sports,N64,Konami,Konami Computer Entertainment Osaka,9.1,0.58,0.06,0.3,0.19,1998
3987,Final Fantasy: The 4 Heroes of Light,final-fantasy-the-4-heroes-of-light,Role-Playing,DS,Square Enix,Matrix Software,7.2,0.58,0.22,0.1,0.23,2010
3990,Kirby and the Rainbow Curse,kirby-and-the-rainbow-curse,Platform,WiiU,Nintendo,HAL Laboratory,8.2,0.58,0.26,0.14,0.13,2015
4005,Disney Magic World 2,disney-magic-world-2,Simulation,3DS,Nintendo,High Horse Entertainment,7.5,0.58,0.07,0.25,0.23,2016
